Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,DTI_Ratio,Savings_Amount,Collateral_Value,Loan_Status
54,Female,Single,Not Graduate,Salaried,558097.0,193052.0,12,673.0,1,0.37,8123,0,Rejected
58,Female,Single,Not Graduate,Self-Employed,1144458.0,464548.0,12,396.0,0,0.23,175087,0,Approved
32,Male,Married,Not Graduate,Self-Employed,1597743.0,297394.0,12,590.0,2,0.2,342145,51844,Approved
55,Female,Single,Not Graduate,Self-Employed,522752.0,543642.0,24,614.0,2,0.3,116654,0,Approved
57,Female,Married,Graduate,Salaried,742858.0,749492.0,12,559.0,2,0.58,22097,302355,Rejected
45,Female,Married,Not Graduate,Self-Employed,1509347.0,300157.0,60,553.0,2,0.05,621931,53629,Approved
43,Male,Married,Graduate,Self-Employed,829523.0,452681.0,60,618.0,2,0.15,1339,0,Rejected
24,Male,Single,Graduate,Unemployed,144242.0,74340.0,36,695.0,1,0.21,23864,0,Rejected
32,Female,Single,Graduate,Self-Employed,953011.0,127756.0,36,587.0,0,0.05,115065,0,Approved
53,Female,Married,Not Graduate,Salaried,1190261.0,441570.0,48,590.0,3,0.12,36952,0,Rejected
42,Female,Married,Not Graduate,Salaried,573189.0,266528.0,24,592.0,3,0.26,88721,328265,Approved
36,Male,Single,Not Graduate,Self-Employed,1518512.0,650143.0,24,654.0,3,0.24,248619,258499,Rejected
17,Male,Single,Graduate,Unemployed,2358.0,50000.0,60,635.0,3,1.0,10,471603,Rejected
48,Male,Single,Not Graduate,Self-Employed,693065.0,293498.0,60,675.0,1,0.11,327024,432354,Approved
40,Female,Married,Graduate,Salaried,867684.0,382243.0,36,626.0,2,0.18,29295,0,Rejected
20,Male,Single,Not Graduate,Student,7631.0,50000.0,12,652.0,1,1.0,1385,0,Rejected
48,Male,Married,Graduate,Self-Employed,1971244.0,923802.0,48,577.0,2,0.15,39533,0,Rejected
52,Female,Married,Graduate,Self-Employed,530928.0,301652.0,24,536.0,0,0.32,44333,0,Rejected
34,Male,Single,Graduate,Salaried,1365111.0,137199.0,36,668.0,3,0.04,55919,0,Approved
25,Male,Married,Not Graduate,Salaried,729747.0,350883.0,36,546.0,0,0.19,354275,475696,Approved
43,Female,Married,Graduate,Self-Employed,711107.0,191450.0,12,564.0,3,0.29,100814,77406,Approved
53,Female,Married,Not Graduate,Salaried,1195147.0,256621.0,24,457.0,0,0.12,241126,0,Rejected
30,Male,Married,Graduate,Salaried,1255599.0,481594.0,48,633.0,2,0.12,469738,0,Approved
36,Female,Married,Not Graduate,Self-Employed,1368953.0,625694.0,60,568.0,3,0.12,106808,0,Approved
33,Male,Married,Not Graduate,Self-Employed,441303.0,215784.0,24,659.0,1,0.28,156103,454950,Approved
45,Male,Single,Not Graduate,Salaried,1122292.0,579667.0,12,670.0,1,0.55,260210,0,Rejected
47,Male,Married,Not Graduate,Salaried,333612.0,63878.0,24,666.0,3,0.11,30463,0,Rejected
39,Female,Married,Not Graduate,Self-Employed,1110804.0,133207.0,24,685.0,1,0.07,239405,139623,Approved
28,Male,Single,Graduate,Self-Employed,1908441.0,207119.0,12,599.0,3,0.12,770608,408708,Rejected
17,Female,Married,Graduate,Student,16266.0,50000.0,24,460.0,0,1.0,7534,0,Rejected
17,Female,Married,Graduate,Student,4554.0,50000.0,48,658.0,2,1.0,15,224982,Rejected
30,Female,Single,Not Graduate,Salaried,1157079.0,654764.0,12,601.0,1,0.6,256973,0,Rejected
22,Female,Married,Graduate,Part-Time,107121.0,57834.0,24,603.0,2,0.3,19605,0,Rejected
23,Female,Married,Not Graduate,Part-Time,141843.0,92535.0,60,552.0,2,0.1,68015,0,Approved
29,Female,Married,Not Graduate,Salaried,1408738.0,834803.0,24,659.0,2,0.33,278612,414810,Approved
60,Male,Single,Graduate,Self-Employed,951267.0,486673.0,12,666.0,3,0.55,138833,0,Rejected
39,Female,Married,Not Graduate,Self-Employed,1339584.0,604976.0,12,591.0,3,0.48,383276,0,Rejected
38,Male,Single,Not Graduate,Salaried,1029150.0,386346.0,60,593.0,2,0.1,493222,93294,Approved
18,Male,Married,Not Graduate,Unemployed,2799785.0,70098.0,12,652.0,3,1.0,9207,0,Rejected
32,Male,Single,Graduate,Salaried,1483338.0,757419.0,48,410.0,0,0.16,455891,0,Approved
24,Male,Single,Not Graduate,Salaried,1180230.0,102736.0,24,576.0,0,0.05,141325,0,Approved
51,Male,Single,Graduate,Self-Employed,1083005.0,90674.0,36,591.0,0,0.03,235034,0,Approved
48,Female,Married,Not Graduate,Self-Employed,,,24,,3,0.13,674591,372755,Approved
38,Male,Single,Graduate,Self-Employed,1011151.0,286545.0,24,435.0,0,0.16,300987,0,Approved
58,Female,Single,Not Graduate,Salaried,528569.0,69960.0,36,632.0,2,0.05,28266,0,Rejected
17,Female,Married,Graduate,Student,7676.0,50000.0,12,658.0,2,1.0,618,0,Rejected
29,Male,Married,Graduate,Salaried,473148.0,248550.0,36,579.0,3,0.21,75261,0,Approved
32,Female,Single,Graduate,Salaried,628602.0,111058.0,12,657.0,1,0.19,221599,287726,Approved
30,Female,Married,Graduate,Self-Employed,1969831.0,1146795.0,12,627.0,1,0.62,778640,184986,Rejected
37,Female,Married,Graduate,Salaried,1211337.0,686741.0,12,663.0,2,0.6,385541,138121,Rejected
25,Male,Married,Not Graduate,Part-Time,181866.0,98855.0,48,636.0,2,0.11,16275,153834,Approved
41,Female,Married,Not Graduate,Salaried,1013820.0,413086.0,36,664.0,1,0.16,104141,0,Approved
51,Male,Single,Graduate,Self-Employed,1916863.0,361382.0,12,616.0,1,0.2,789206,0,Approved
43,Male,Married,Graduate,Self-Employed,1982768.0,809149.0,12,577.0,0,0.44,636907,0,Rejected
18,Female,Single,Graduate,Unemployed,11803.0,50000.0,60,515.0,0,1.0,3314,0,Approved
21,Female,Single,Not Graduate,Salaried,1291998.0,672810.0,60,616.0,1,0.14,120941,0,Approved
51,Male,Single,Not Graduate,Salaried,326257.0,142584.0,60,625.0,1,0.12,77450,441671,Approved
19,Male,Single,Not Graduate,Student,32859.0,50000.0,48,639.0,3,0.48,3715,0,Rejected
33,Female,Single,Graduate,Self-Employed,698701.0,415316.0,12,600.0,2,0.63,5,0,Rejected
24,Male,Married,Graduate,Part-Time,97536.0,89913.0,48,651.0,3,0.17,24727,0,Rejected
21,Female,Married,Not Graduate,Salaried,322702.0,309362.0,48,568.0,2,0.18,36441,0,Rejected
18,Male,Single,Graduate,Unemployed,26435.0,50000.0,48,659.0,2,0.6,2964,0,Rejected
42,Female,Single,Not Graduate,Self-Employed,1162926.0,180933.0,48,422.0,0,0.05,238653,0,Approved
47,Male,Single,Graduate,Self-Employed,430202.0,54479.0,24,635.0,2,0.07,161153,0,Approved
42,Female,Single,Graduate,Salaried,469101.0,136592.0,36,531.0,0,0.12,27128,0,Rejected
19,Female,Single,Graduate,Unemployed,3909.0,50000.0,48,587.0,2,1.0,449,0,Rejected
30,Male,Single,Not Graduate,Self-Employed,1337263.0,680192.0,24,411.0,0,0.19,578214,0,Rejected
50,Female,Single,Not Graduate,Self-Employed,,,36,,3,0.23,38651,0,Rejected
26,Female,Married,Not Graduate,Self-Employed,1862868.0,124664.0,24,652.0,1,0.04,756936,0,Approved
57,Female,Married,Graduate,Salaried,605985.0,237363.0,60,477.0,0,0.1,142393,0,Approved
56,Female,Married,Graduate,Salaried,1054784.0,273586.0,12,408.0,0,0.28,355795,0,Approved
57,Male,Married,Graduate,Self-Employed,1355714.0,421832.0,36,563.0,3,0.08,12255,0,Rejected
37,Male,Single,Not Graduate,Salaried,686929.0,290543.0,36,595.0,2,0.17,756,357792,Approved
50,Male,Married,Graduate,Salaried,500815.0,299813.0,12,537.0,0,0.64,220070,0,Rejected
19,Male,Single,Not Graduate,Student,26004.0,50000.0,48,666.0,2,0.61,900,0,Rejected
57,Male,Married,Not Graduate,Self-Employed,870491.0,310567.0,24,567.0,2,0.2,328535,0,Approved
26,Female,Single,Graduate,Self-Employed,1666113.0,906089.0,24,404.0,0,0.31,825295,0,Approved
38,Male,Married,Not Graduate,Self-Employed,1037667.0,319414.0,36,579.0,3,0.12,452603,0,Approved
33,Male,Married,Not Graduate,Self-Employed,1102726.0,822461.0,60,582.0,0,0.14,9734,0,Rejected
24,Female,Married,Not Graduate,Salaried,329069.0,181229.0,24,629.0,1,0.31,90212,0,Approved
58,Male,Married,Graduate,Salaried,695282.0,638016.0,36,609.0,3,0.18,63613,457882,Approved
48,Male,Single,Not Graduate,Self-Employed,606065.0,241186.0,12,605.0,1,0.42,41328,0,Rejected
53,Female,Single,Not Graduate,Self-Employed,1716024.0,474902.0,24,623.0,3,0.16,203690,170638,Approved
17,Female,Single,Not Graduate,Part-Time,38406.0,50000.0,48,568.0,2,0.41,17919,0,Rejected
23,Male,Single,Not Graduate,Part-Time,109409.0,59180.0,48,449.0,0,0.17,21987,443037,Approved
49,Male,Single,Graduate,Self-Employed,1182401.0,316274.0,12,609.0,1,0.29,174156,0,Rejected
41,Male,Married,Graduate,Salaried,827039.0,352103.0,36,554.0,0,0.17,303626,0,Approved
20,Female,Single,Graduate,Unemployed,21773.0,50000.0,60,652.0,2,0.61,3147,492228,Rejected
24,Male,Single,Not Graduate,Part-Time,165514.0,93174.0,24,456.0,0,0.32,6048,0,Rejected
54,Female,Single,Not Graduate,Salaried,856841.0,286258.0,60,656.0,1,0.09,349630,0,Approved
37,Female,Single,Graduate,Self-Employed,834442.0,431091.0,36,617.0,3,0.21,203354,0,Approved
22,Female,Married,Not Graduate,Salaried,863598.0,410262.0,24,449.0,0,0.27,205783,0,Approved
23,Male,Married,Graduate,Part-Time,149473.0,58387.0,36,689.0,1,0.16,37180,0,Approved
25,Male,Married,Not Graduate,Part-Time,195000.0,116124.0,48,490.0,0,0.19,82272,0,Approved
54,Female,Married,Not Graduate,Salaried,1456420.0,431344.0,36,590.0,3,0.12,252599,296096,Approved
53,Female,Single,Not Graduate,Unemployed,600595.0,221173.0,48,464.0,0,0.08,288367,0,Approved
27,Male,Married,Not Graduate,Salaried,998954.0,66734.0,12,644.0,3,0.07,250922,442611,Approved
44,Male,Married,Graduate,Salaried,917732.0,203180.0,60,639.0,1,0.06,80890,0,Approved
34,Female,Married,Not Graduate,Salaried,1367983.0,60301.0,60,574.0,2,0.01,9251,0,Rejected
44,Male,Married,Graduate,Salaried,992509.0,284858.0,24,612.0,2,0.16,273,0,Rejected
49,Male,Married,Graduate,Self-Employed,1745744.0,1487821.0,48,578.0,2,0.14,565684,0,Approved
17,Female,Married,Not Graduate,Student,25361.0,50000.0,12,627.0,1,1.0,8571,0,Rejected
17,Female,Married,Not Graduate,Student,18365.0,50000.0,48,680.0,2,0.86,4687,0,Rejected
47,Female,Married,Not Graduate,Salaried,867777.0,240867.0,48,576.0,2,0.09,364403,424575,Approved
54,Male,Married,Graduate,Self-Employed,971777.0,392301.0,48,577.0,0,0.13,180597,0,Approved
37,Male,Single,Not Graduate,Salaried,1022794.0,293946.0,60,617.0,3,0.08,333835,0,Approved
33,Male,Single,Not Graduate,Self-Employed,1389113.0,171291.0,48,490.0,0,0.04,95122,83321,Approved
51,Male,Single,Not Graduate,Salaried,,,60,,0,0.12,178385,0,Approved
59,Male,Married,Not Graduate,Salaried,965560.0,456133.0,48,552.0,3,0.15,156061,440104,Approved
18,Male,Married,Graduate,Student,11498.0,50000.0,48,399.0,0,1.0,48,0,Approved
33,Female,Single,Graduate,Salaried,1467695.0,709748.0,12,657.0,1,0.52,228028,0,Rejected
40,Female,Single,Not Graduate,Salaried,787275.0,423838.0,24,579.0,3,0.3,187895,0,Approved
39,Male,Married,Graduate,Self-Employed,620318.0,180979.0,48,684.0,1,0.09,75116,0,Approved
28,Female,Single,Graduate,Self-Employed,1906465.0,410015.0,36,632.0,2,0.09,138277,0,Approved
19,Female,Single,Graduate,Unemployed,26789.0,50000.0,60,664.0,2,0.5,9493,0,Rejected
43,Female,Married,Not Graduate,Salaried,684419.0,187723.0,12,673.0,1,0.29,337057,0,Approved
17,Male,Single,Not Graduate,Student,2799785.0,,60,,0,0.45,12308,80204,Rejected
46,Female,Single,Not Graduate,Salaried,699103.0,353126.0,60,574.0,2,0.13,310496,0,Approved
38,Male,Married,Graduate,Self-Employed,526381.0,299874.0,36,697.0,1,0.23,126939,0,Approved
39,Male,Married,Not Graduate,Salaried,1452886.0,52111.0,24,624.0,3,0.02,603762,0,Approved
31,Female,Single,Not Graduate,Self-Employed,662083.0,100427.0,36,577.0,3,0.06,71951,483361,Approved
25,Female,Single,Graduate,Salaried,1307941.0,331859.0,48,477.0,0,0.08,14639,0,Rejected
45,Female,Single,Not Graduate,Part-Time,688198.0,203809.0,24,409.0,0,0.17,207602,0,Approved
20,Female,Married,Not Graduate,Student,,,60,,3,0.43,9559,0,Rejected
28,Female,Married,Graduate,Salaried,2799785.0,267042.0,48,628.0,2,0.07,388028,0,Approved
45,Male,Married,Not Graduate,Salaried,411950.0,106915.0,12,510.0,0,0.28,90838,0,Approved
24,Male,Single,Graduate,Salaried,1111986.0,185615.0,48,608.0,2,0.05,53258,0,Approved
20,Female,Married,Graduate,Student,5404.0,88934.0,36,579.0,0,1.0,2651,0,Rejected
42,Female,Married,Not Graduate,Salaried,817947.0,164973.0,36,566.0,0,0.08,251070,0,Approved
41,Female,Single,Graduate,Salaried,708001.0,92268.0,24,573.0,0,0.07,86310,0,Approved
45,Male,Single,Graduate,Self-Employed,1158979.0,133027.0,48,652.0,1,0.04,556472,0,Approved
49,Female,Married,Not Graduate,Salaried,716524.0,384638.0,12,561.0,0,0.57,333108,0,Rejected
46,Female,Married,Graduate,Salaried,907084.0,485599.0,48,636.0,1,0.17,2398,0,Rejected
23,Female,Single,Not Graduate,Salaried,386806.0,179285.0,12,589.0,2,0.49,183166,0,Rejected
47,Female,Single,Graduate,Salaried,1273956.0,168783.0,48,609.0,3,0.04,310304,0,Approved
38,Male,Married,Not Graduate,Salaried,,,24,,2,0.07,83996,0,Approved
38,Female,Single,Not Graduate,Salaried,726199.0,189680.0,48,669.0,2,0.08,330170,0,Approved
22,Male,Single,Not Graduate,Salaried,299568.0,158228.0,60,383.0,0,0.14,79308,0,Approved
24,Female,Married,Not Graduate,Part-Time,98075.0,51985.0,36,622.0,1,0.21,47588,112205,Approved
53,Female,Single,Not Graduate,Salaried,340906.0,54157.0,48,446.0,0,0.05,3397,0,Rejected
55,Male,Single,Not Graduate,Self-Employed,1614479.0,855375.0,60,655.0,1,0.1,585021,481402,Approved
19,Male,Single,Not Graduate,Student,8858.0,50000.0,12,620.0,1,1.0,1018,0,Rejected
50,Male,Single,Not Graduate,Salaried,1004067.0,432835.0,12,681.0,1,0.46,149558,0,Rejected
47,Female,Married,Graduate,Self-Employed,674094.0,74514.0,48,647.0,1,0.03,16579,340799,Approved
42,Female,Single,Not Graduate,Self-Employed,1622191.0,495337.0,24,630.0,1,0.17,753611,0,Approved
49,Female,Married,Graduate,Self-Employed,1894709.0,1051285.0,60,613.0,1,0.15,192118,0,Approved
21,Male,Single,Not Graduate,Part-Time,,,48,,1,0.14,27023,0,Rejected
27,Female,Married,Not Graduate,Salaried,279571.0,97028.0,48,642.0,2,0.11,7703,0,Rejected
30,Female,Married,Graduate,Salaried,430746.0,282349.0,60,636.0,1,0.11,2672,0,Rejected
18,Male,Single,Graduate,Student,,,12,,1,1.0,9107,140126,Rejected
34,Female,Married,Graduate,Salaried,754173.0,434683.0,12,392.0,0,0.61,350453,162530,Rejected
34,Female,Single,Not Graduate,Self-Employed,1700301.0,455477.0,12,533.0,0,0.29,1630,0,Rejected
41,Male,Single,Graduate,Salaried,1103847.0,128766.0,48,586.0,2,0.04,506820,0,Approved
43,Male,Single,Graduate,Salaried,934319.0,241377.0,48,574.0,2,0.08,283694,0,Approved
60,Male,Single,Not Graduate,Salaried,954647.0,169564.0,24,582.0,0,0.1,382508,487846,Approved
26,Male,Single,Graduate,Self-Employed,856397.0,253609.0,60,663.0,2,0.08,26866,0,Rejected
57,Female,Married,Graduate,Self-Employed,1086394.0,650023.0,12,675.0,3,0.64,49860,0,Rejected
55,Male,Single,Graduate,Self-Employed,809547.0,414252.0,60,629.0,2,0.14,337782,0,Approved
28,Male,Single,Graduate,Salaried,1033510.0,366467.0,36,398.0,0,0.14,453145,0,Approved
44,Female,Married,Not Graduate,Self-Employed,1529266.0,303932.0,24,585.0,3,0.11,31322,0,Rejected
22,Male,Single,Not Graduate,Part-Time,88074.0,99730.0,48,627.0,3,0.18,15708,121737,Approved
23,Male,Single,Graduate,Salaried,1320500.0,504514.0,12,634.0,1,0.41,143215,332033,Approved
52,Female,Married,Graduate,Salaried,1015265.0,429191.0,12,579.0,2,0.45,171578,390051,Rejected
39,Male,Single,Not Graduate,Salaried,723922.0,391026.0,12,653.0,2,0.58,186725,0,Rejected
48,Female,Married,Graduate,Salaried,913150.0,237815.0,12,405.0,0,0.28,43134,81415,Approved
40,Male,Married,Graduate,Student,292288.0,82686.0,36,566.0,2,0.11,13098,0,Rejected
55,Female,Married,Not Graduate,Self-Employed,1876230.0,732752.0,60,650.0,1,0.1,735603,0,Approved
30,Male,Married,Not Graduate,Self-Employed,671608.0,365022.0,36,615.0,2,0.22,57426,0,Approved
51,Male,Single,Not Graduate,Self-Employed,1843860.0,76364.0,48,674.0,1,0.01,260650,0,Approved
56,Female,Married,Graduate,Self-Employed,1520406.0,879014.0,36,657.0,1,0.23,255803,0,Approved
60,Female,Single,Graduate,Self-Employed,1102492.0,63453.0,60,645.0,2,0.02,465243,0,Approved
17,Male,Married,Graduate,Student,2536.0,94774.0,24,564.0,2,1.0,1167,331483,Rejected
47,Male,Single,Not Graduate,Self-Employed,1955521.0,792508.0,24,649.0,2,0.23,752837,0,Approved
48,Female,Married,Graduate,Salaried,898289.0,660940.0,24,556.0,2,0.22,359244,416249,Approved
38,Female,Single,Not Graduate,Self-Employed,608559.0,320309.0,12,650.0,2,0.56,253661,0,Rejected
29,Male,Single,Not Graduate,Self-Employed,1735735.0,279044.0,12,471.0,0,0.17,169526,0,Approved
30,Male,Married,Graduate,Unemployed,589131.0,263049.0,36,672.0,1,0.09,232816,0,Approved
46,Male,Married,Graduate,Salaried,,,48,,2,0.03,81016,0,Approved
18,Female,Single,Not Graduate,Student,2195.0,50000.0,24,664.0,1,1.0,1029,0,Rejected
46,Female,Single,Not Graduate,Salaried,,,48,,0,0.1,9885,0,Rejected
30,Female,Married,Not Graduate,Salaried,1013266.0,945083.0,12,576.0,3,0.62,133154,0,Rejected
51,Female,Married,Graduate,Self-Employed,595481.0,203679.0,60,644.0,3,0.09,187071,0,Approved
31,Male,Single,Graduate,Self-Employed,1125537.0,55806.0,48,369.0,0,0.02,432869,0,Rejected
60,Female,Married,Not Graduate,Salaried,500059.0,111011.0,12,622.0,1,0.24,98337,244752,Approved
55,Female,Married,Not Graduate,Salaried,482283.0,183642.0,48,635.0,3,0.12,41287,0,Rejected
19,Male,Single,Not Graduate,Student,2299.0,50000.0,12,492.0,0,1.0,218,327896,Rejected
32,Female,Married,Graduate,Self-Employed,1878639.0,1023044.0,36,675.0,1,0.22,888193,0,Approved
31,Male,Married,Graduate,Self-Employed,1207443.0,667879.0,12,696.0,1,0.59,15779,442692,Rejected
36,Male,Single,Not Graduate,Salaried,662130.0,133394.0,48,568.0,2,0.06,261338,0,Approved
22,Male,Single,Graduate,Salaried,920385.0,513262.0,36,594.0,0,0.22,412872,0,Approved
40,Female,Married,Graduate,Salaried,1061865.0,633653.0,60,651.0,2,0.16,309910,357569,Approved
49,Female,Married,Not Graduate,Self-Employed,1056102.0,400774.0,48,598.0,3,0.12,466921,0,Approved
21,Female,Married,Graduate,Salaried,520937.0,218426.0,48,563.0,2,0.13,6950,0,Rejected
43,Male,Married,Graduate,Self-Employed,564944.0,304401.0,12,627.0,1,0.57,268326,440307,Rejected
30,Male,Married,Not Graduate,Salaried,783615.0,562141.0,48,555.0,3,0.12,212928,0,Approved
59,Female,Single,Not Graduate,Self-Employed,1882392.0,1055568.0,60,492.0,0,0.15,882877,352330,Approved
53,Female,Married,Graduate,Self-Employed,950018.0,444714.0,48,606.0,1,0.15,165425,0,Approved
23,Male,Single,Not Graduate,Part-Time,89507.0,53368.0,60,632.0,3,0.16,3825,0,Rejected
60,Female,Married,Not Graduate,Self-Employed,,,48,,0,0.1,194909,415081,Approved
32,Male,Single,Graduate,Self-Employed,1393049.0,406811.0,60,608.0,3,0.08,508805,0,Rejected
46,Female,Married,Graduate,Salaried,919841.0,480492.0,36,577.0,3,0.21,274845,385686,Approved
29,Male,Married,Not Graduate,Self-Employed,1651216.0,761062.0,48,497.0,0,0.15,274549,466655,Approved
20,Female,Single,Graduate,Student,8574.0,50000.0,60,430.0,0,1.0,995,400194,Rejected
47,Male,Single,Graduate,Self-Employed,1109685.0,117030.0,24,648.0,1,0.06,416826,441250,Approved
30,Male,Single,Graduate,Salaried,989457.0,535697.0,60,625.0,2,0.14,320872,0,Approved
50,Female,Married,Graduate,Self-Employed,442485.0,175040.0,60,602.0,3,0.11,94092,0,Approved
59,Female,Married,Graduate,Salaried,491876.0,179879.0,48,568.0,2,0.12,219304,0,Approved
40,Male,Married,Not Graduate,Self-Employed,623490.0,358800.0,36,628.0,3,0.23,171118,103608,Approved
25,Male,Married,Not Graduate,Salaried,2799785.0,357170.0,24,681.0,1,0.25,196861,0,Approved
41,Male,Single,Not Graduate,Self-Employed,521964.0,80892.0,60,560.0,2,0.04,86536,0,Approved
36,Female,Single,Not Graduate,Self-Employed,1075144.0,258410.0,12,668.0,1,0.26,213344,0,Approved
36,Male,Single,Not Graduate,Self-Employed,945558.0,561851.0,60,608.0,3,0.16,15965,0,Rejected
48,Male,Single,Not Graduate,Self-Employed,1305860.0,325026.0,48,451.0,0,0.08,264229,0,Approved
17,Female,Single,Graduate,Unemployed,8240.0,50000.0,24,499.0,0,1.0,311,0,Rejected
19,Male,Single,Not Graduate,Student,29583.0,50000.0,48,631.0,3,0.53,1056,0,Approved
40,Male,Married,Not Graduate,Salaried,825235.0,379978.0,36,595.0,2,0.18,119730,0,Approved
43,Female,Single,Graduate,Salaried,524814.0,219539.0,36,606.0,3,0.17,106464,0,Approved
41,Female,Single,Graduate,Salaried,991958.0,200723.0,36,658.0,1,0.08,233623,0,Approved
31,Female,Married,Graduate,Salaried,1036304.0,384830.0,48,575.0,2,0.12,53105,0,Approved
35,Male,Single,Not Graduate,Self-Employed,801111.0,108942.0,60,485.0,0,0.04,386045,0,Approved
25,Female,Single,Not Graduate,Part-Time,111144.0,61752.0,60,679.0,2,0.15,42594,0,Rejected
26,Male,Married,Graduate,Salaried,437180.0,161035.0,48,601.0,3,0.12,110633,0,Approved
45,Female,Married,Not Graduate,Salaried,297765.0,113298.0,36,554.0,2,0.15,129369,0,Approved
47,Male,Single,Not Graduate,Salaried,698695.0,396074.0,48,660.0,3,0.18,40786,0,Rejected
41,Female,Married,Graduate,Self-Employed,,,12,,0,0.14,72867,0,Approved
44,Female,Married,Not Graduate,Salaried,939394.0,144194.0,36,602.0,3,0.06,444696,0,Approved
17,Male,Married,Not Graduate,Unemployed,2405.0,50000.0,36,584.0,3,1.0,966,0,Rejected
33,Female,Married,Graduate,Self-Employed,1911896.0,561861.0,60,559.0,0,0.08,122476,0,Rejected
19,Female,Married,Graduate,Unemployed,17146.0,50000.0,24,615.0,2,1.0,5814,0,Rejected
47,Female,Married,Not Graduate,Salaried,497195.0,250296.0,36,604.0,2,0.2,246021,364819,Approved
39,Male,Married,Not Graduate,Self-Employed,874161.0,457085.0,12,582.0,0,0.56,347164,0,Rejected
60,Female,Single,Not Graduate,Self-Employed,1257398.0,79017.0,48,603.0,3,0.02,465236,117101,Approved
46,Female,Married,Not Graduate,Self-Employed,1123854.0,496817.0,36,591.0,3,0.18,231899,0,Approved
55,Male,Single,Not Graduate,Self-Employed,1175689.0,213201.0,60,429.0,0,0.05,116363,0,Approved
26,Female,Single,Graduate,Self-Employed,1460544.0,74253.0,60,623.0,2,0.01,616066,0,Approved
21,Female,Married,Not Graduate,Salaried,519053.0,272545.0,36,536.0,0,0.21,98932,0,Approved
33,Male,Single,Graduate,Self-Employed,1997966.0,955501.0,48,620.0,1,0.15,743273,0,Approved
47,Male,Married,Not Graduate,Self-Employed,770518.0,82599.0,60,369.0,0,0.03,162467,0,Approved
56,Male,Single,Not Graduate,Salaried,,,60,,2,0.15,264097,0,Approved
42,Female,Single,Graduate,Salaried,1112921.0,525329.0,12,612.0,2,0.5,5362,0,Rejected
18,Female,Married,Not Graduate,Unemployed,24664.0,50000.0,60,450.0,0,0.54,3351,222293,Rejected
30,Female,Married,Graduate,Self-Employed,335007.0,200086.0,36,628.0,1,0.24,18562,170494,Approved
53,Male,Single,Graduate,Unemployed,897444.0,267334.0,48,636.0,2,0.09,114149,0,Approved
57,Male,Single,Graduate,Self-Employed,668304.0,160130.0,60,700.0,1,0.06,309680,164704,Approved
48,Female,Single,Not Graduate,Self-Employed,1429738.0,784389.0,60,560.0,3,0.15,665070,0,Approved
19,Female,Married,Not Graduate,Unemployed,12053.0,50000.0,36,616.0,3,1.0,578,0,Rejected
34,Female,Single,Graduate,Salaried,961535.0,459053.0,24,525.0,0,0.27,265344,0,Approved
39,Female,Married,Not Graduate,Salaried,1415797.0,746742.0,60,621.0,3,0.14,528966,0,Approved
51,Male,Single,Graduate,Self-Employed,1989306.0,747564.0,24,554.0,0,0.21,350822,0,Approved
18,Male,Married,Graduate,Unemployed,24944.0,50000.0,60,644.0,3,0.54,5905,187552,Rejected
21,Female,Married,Graduate,Part-Time,162572.0,73467.0,12,559.0,2,0.48,30580,0,Rejected
37,Male,Married,Not Graduate,Self-Employed,1360113.0,490391.0,24,555.0,2,0.2,8181,0,Rejected
45,Male,Married,Graduate,Salaried,522504.0,104245.0,48,558.0,3,0.06,20106,0,Rejected
50,Male,Married,Graduate,Self-Employed,1536323.0,645339.0,48,691.0,1,0.13,611731,455113,Approved
48,Female,Married,Not Graduate,Self-Employed,1705644.0,58822.0,48,608.0,1,0.01,230977,0,Approved
36,Female,Married,Graduate,Self-Employed,1677289.0,910695.0,12,425.0,0,0.58,248272,427282,Rejected
27,Male,Married,Not Graduate,Salaried,896873.0,164800.0,60,593.0,0,0.05,404687,230842,Approved
38,Female,Married,Not Graduate,Self-Employed,1776117.0,234801.0,36,544.0,0,0.05,213438,0,Approved
50,Male,Married,Graduate,Salaried,1393204.0,531573.0,48,668.0,3,0.12,257865,0,Approved
46,Female,Married,Not Graduate,Self-Employed,1529919.0,254642.0,24,601.0,2,0.09,545055,0,Approved
37,Female,Married,Graduate,Self-Employed,1334213.0,571079.0,60,647.0,1,0.11,576663,0,Approved
53,Female,Married,Not Graduate,Salaried,1152655.0,217269.0,12,624.0,3,0.2,181097,0,Approved
26,Male,Single,Graduate,Salaried,519911.0,452817.0,36,684.0,1,0.19,259490,0,Approved
25,Female,Married,Graduate,Part-Time,125998.0,54241.0,12,650.0,1,0.46,3342,0,Rejected
56,Male,Single,Not Graduate,Salaried,273784.0,89367.0,24,675.0,1,0.18,9717,306689,Approved
25,Male,Married,Graduate,Salaried,287506.0,160558.0,36,616.0,3,0.22,40527,0,Rejected
23,Male,Married,Not Graduate,Part-Time,120763.0,66641.0,36,588.0,2,0.22,24824,0,Rejected
19,Female,Married,Not Graduate,Student,26999.0,50000.0,60,642.0,3,0.49,11467,0,Rejected
53,Female,Single,Not Graduate,Self-Employed,1675210.0,772760.0,24,639.0,2,0.26,788949,263390,Approved
35,Female,Married,Not Graduate,Self-Employed,1246913.0,446638.0,48,586.0,2,0.11,228437,0,Approved
35,Male,Single,Not Graduate,Self-Employed,749338.0,59512.0,24,582.0,2,0.04,32663,0,Rejected
